,Unnamed: 0_old,teamid_old,playerid,jerseynumber_old,position_old,teamname_old,leagueid_old,artificialkey_old,leaguename_old,firstname_old,surname_old,commonname_old,fullname_old,Unnamed: 0_new,teamid_new,jerseynumber_new,position_new,teamname_new,leagueid_new,artificialkey_new,leaguename_new,firstname_new,surname_new,commonname_new,fullname_new
1624,8129,83,252778.0,20.0,28.0,Motherwell,50,254,cinch Prem,Robbie,Crawford,,Robbie Crawford,,,,,,,,,,,,
1626,8131,83,258383.0,31.0,29.0,Motherwell,50,254,cinch Prem,PJ,Morrison,,PJ Morrison,,,,,,,,,,,,
1627,8132,83,259464.0,25.0,29.0,Motherwell,50,254,cinch Prem,David,Devine,,David Devine,,,,,,,,,,,,
1628,8133,83,263300.0,15.0,28.0,Motherwell,50,254,cinch Prem,Darragh,O'Connor,,Darragh O'Connor,,,,,,,,,,,,
1629,8134,83,263546.0,26.0,28.0,Motherwell,50,254,cinch Prem,Mich'el,Parker,,Mich'el Parker,,,,,,,,,,,,
1679,8184,88,238190.0,23.0,28.0,Birmingham City,14,92,EFL Championship,Juan,Familia-Castillo,,Juan Familia-Castillo,,,,,,,,,,,,
1690,8195,89,155886.0,30.0,28.0,Charlton Athl.,60,326,EFL League One,Stephen,Henderson,,Stephen Henderson,,,,,,,,,,,,
1691,8196,89,160292.0,26.0,28.0,Charlton Athl.,60,326,EFL League One,Ben,Watson,,Ben Watson,,,,,,,,,,,,
1692,8197,89,172555.0,29.0,28.0,Charlton Athl.,60,326,EFL League One,Ronnie,Schwartz,,Ronnie Schwartz,,,,,,,,,,,,
1693,8198,89,173614.0,6.0,28.0,Charlton Athl.,60,326,EFL League One,Jason,Pearce,,Jason Pearce,,,,,,,,,,,,
1696,8201,89,193475.0,27.0,28.0,Charlton Athl.,60,326,EFL League One,Pape,Souaré,,Pape Souaré,,,,,,,,,,,,
1702,8207,89,210108.0,17.0,28.0,Charlton Athl.,60,326,EFL League One,Elliot,Lee,,Elliot Lee,,,,,,,,,,,,
1715,8220,89,264334.0,50.0,29.0,Charlton Athl.,60,326,EFL League One,Deji,,,,,,,,,,,,,,,
1723,8228,91,202814.0,2.0,3.0,Derby County,14,93,EFL Championship,Nathan,Byrne,,Nathan Byrne,,,,,,,,,,,,
1725,8230,91,233222.0,7.0,16.0,Derby County,14,93,EFL Championship,Kamil,Jóźwiak,,Kamil Jóźwiak,,,,,,,,,,,,
1730,8235,91,260687.0,37.0,28.0,Derby County,14,93,EFL Championship,Kornell,McDonald,,Kornell McDonald,,,,,,,,,,,,
1746,8251,94,202491.0,25.0,28.0,Ipswich Town,60,327,EFL League One,Tom,Carroll,,Tom Carroll,,,,,,,,,,,,
1767,8272,95,52326.0,35.0,28.0,Leicester City,14,80,EFL Championship,Eldin,Jakupović,,Eldin Jakupović,,,,,,,,,,,,
1769,8274,95,169705.0,5.0,7.0,Leicester City,14,80,EFL Championship,Ryan,Bertrand,,Ryan Bertrand,,,,,,,,,,,,
1790,8295,95,246092.0,44.0,29.0,Leicester City,14,80,EFL Championship,Ali,Reghba,,Ali Reghba,,,,,,,,,,,,
1793,8298,95,258641.0,40.0,28.0,Leicester City,14,80,EFL Championship,Oliver,Bosworth,,Oliver Bosworth,,,,,,,,,,,,
1816,8321,97,233505.0,13.0,28.0,Millwall,14,94,EFL Championship,Ryan,Sandford,,Ryan Sandford,,,,,,,,,,,,
1820,8325,97,251563.0,31.0,29.0,Millwall,14,94,EFL Championship,Joe,Wright,,Joe Wright,,,,,,,,,,,,
1821,8326,97,251564.0,27.0,29.0,Millwall,14,94,EFL Championship,Junior,Tiensia,,Junior Tiensia,,,,,,,,,,,,
1868,8373,109,263252.0,32.0,28.0,West Brom,14,95,EFL Championship,Quevin Moises,Cachicote Castro,Quevin Castro,Quevin Moises Cachicote Castro,,,,,,,,,,,,
1888,8393,110,244507.0,55.0,29.0,Wolves,13,81,Premier League,Pascal Juan,Estrada,,Pascal Juan Estrada,,,,,,,,,,,,
1890,8395,110,246002.0,30.0,29.0,Wolves,13,81,Premier League,Luke,Matheson,,Luke Matheson,,,,,,,,,,,,
1903,8408,110,5145.0,35.0,13.0,Wolves,13,81,Premier League,João Victor,Gomes,João Gomes,João Victor Gomes,,,,,,,,,,,,
1906,8413,121,10899.0,9.0,28.0,Crewe Alexandra,60,329,EFL League One,Chris,Porter,,Chris Porter,,,,,,,,,,,,
1907,8414,121,189278.0,16.0,10.0,Crewe Alexandra,60,329,EFL League One,Luke,Murphy,,Luke Murphy,,,,,,,,,,,,
1909,8416,121,211144.0,15.0,28.0,Crewe Alexandra,60,329,EFL League One,Callum,McFadzean,,Callum McFadzean,,,,,,,,,,,,
1913,8420,121,225694.0,5.0,6.0,Crewe Alexandra,60,329,EFL League One,Terell,Thomas,,Terell Thomas,,,,,,,,,,,,
1916,8423,121,230000.0,1.0,28.0,Crewe Alexandra,60,329,EFL League One,Will,Jääskeläinen,,Will Jääskeläinen,,,,,,,,,,,,
1918,8425,121,238813.0,20.0,13.0,Crewe Alexandra,60,329,EFL League One,Josh,Lundstram,,Josh Lundstram,,,,,,,,,,,,
1920,8427,121,239305.0,17.0,29.0,Crewe Alexandra,60,329,EFL League One,,,,,,,,,,,,,,,,
1928,8435,121,253186.0,27.0,29.0,Crewe Alexandra,60,329,EFL League One,Sam,Booth,,Sam Booth,,,,,,,,,,,,
1930,8437,121,256865.0,24.0,28.0,Crewe Alexandra,60,329,EFL League One,Tyreece,Onyeka,,Tyreece Onyeka,,,,,,,,,,,,
1931,8438,121,256866.0,26.0,29.0,Crewe Alexandra,60,329,EFL League One,Joe,Robbins,,Joe Robbins,,,,,,,,,,,,
1939,8446,127,203809.0,6.0,6.0,Shrewsbury,60,330,EFL League One,Aaron,Pierre,,Aaron Pierre,,,,,,,,,,,,
1940,8447,127,215494.0,22.0,28.0,Shrewsbury,60,330,EFL League One,Josh,Daniels,,Josh Daniels,,,,,,,,,,,,
1947,8454,127,241033.0,21.0,28.0,Shrewsbury,60,330,EFL League One,Cameron,Gregory,,Cameron Gregory,,,,,,,,,,,,
1952,8459,127,261517.0,58.0,29.0,Shrewsbury,60,330,EFL League One,Matthew,Bondswell,,Matthew Bondswell,,,,,,,,,,,,
1957,8464,142,184387.0,15.0,9.0,Doncaster,60,331,EFL League One,John,Bostock,,John Bostock,,,,,,,,,,,,
1960,8467,142,213923.0,18.0,28.0,Doncaster,60,331,EFL League One,Ed,Williams,,Ed Williams,,,,,,,,,,,,
1961,8468,142,215864.0,20.0,28.0,Doncaster,60,331,EFL League One,Joe,,,,,,,,,,,,,,,
1964,8471,142,221499.0,23.0,16.0,Doncaster,60,331,EFL League One,Dan,Gardner,,Dan Gardner,,,,,,,,,,,,
1975,8482,142,246194.0,28.0,28.0,Doncaster,60,331,EFL League One,Branden,Horton,,Branden Horton,,,,,,,,,,,,
1977,8484,142,254813.0,27.0,29.0,Doncaster,60,331,EFL League One,AJ,Greaves,,AJ Greaves,,,,,,,,,,,,
1979,8486,142,258671.0,31.0,29.0,Doncaster,60,331,EFL League One,Liam,Ravenhill,,Liam Ravenhill,,,,,,,,,,,,
1980,8487,142,259184.0,25.0,28.0,Doncaster,60,331,EFL League One,Rodrigo,Vilca,,Rodrigo Vilca,,,,,,,,,,,,
1981,8488,142,263486.0,21.0,25.0,Doncaster,60,331,EFL League One,Tiago,Çukur,,Tiago Çukur,,,,,,,,,,,,
1984,8491,143,182681.0,23.0,28.0,Exeter City,61,349,EFL League Two,Colin,Daniel,,Colin Daniel,,,,,,,,,,,,
1993,8500,143,224088.0,4.0,13.0,Exeter City,61,349,EFL League Two,Nigel,Atangana,,Nigel Atangana,,,,,,,,,,,,
2000,8507,143,240609.0,9.0,28.0,Exeter City,61,349,EFL League Two,Ben,Seymour,,Ben Seymour,,,,,,,,,,,,
2002,8509,143,243890.0,21.0,29.0,Exeter City,61,349,EFL League Two,Callum,Rowe,,Callum Rowe,,,,,,,,,,,,
2003,8510,143,244554.0,36.0,29.0,Exeter City,61,349,EFL League Two,James,Dodd,,James Dodd,,,,,,,,,,,,
2004,8511,143,244555.0,25.0,29.0,Exeter City,61,349,EFL League Two,Jordan,Dyer,,Jordan Dyer,,,,,,,,,,,,
2008,8515,143,258662.0,32.0,29.0,Exeter City,61,349,EFL League Two,Nelson,Iseguan,,Nelson Iseguan,,,,,,,,,,,,
2013,8520,144,177723.0,31.0,29.0,Fulham,14,96,EFL Championship,Fabricio,Agosto Ramírez,Fabricio,Fabricio Agosto Ramírez,,,,,,,,,,,,
2016,8523,144,200138.0,3.0,29.0,Fulham,14,96,EFL Championship,Michael,Hector,,Michael Hector,,,,,,,,,,,,
2043,8550,149,169710.0,23.0,10.0,Lincoln City,60,332,EFL League One,Liam,Bridcutt,,Liam Bridcutt,,,,,,,,,,,,
2051,8558,149,234320.0,17.0,28.0,Lincoln City,60,332,EFL League One,Remy,Longdon,,Remy Longdon,,,,,,,,,,,,
2060,8567,149,258056.0,31.0,28.0,Lincoln City,60,332,EFL League One,Sam,Long,,Sam Long,,,,,,,,,,,,
2061,8568,149,262170.0,34.0,28.0,Lincoln City,60,332,EFL League One,Freddie,Draper,,Freddie Draper,,,,,,,,,,,,
2064,8571,149,264475.0,36.0,29.0,Lincoln City,60,332,EFL League One,Matt,,,,,,,,,,,,,,,
2068,8575,159,210802.0,4.0,6.0,Arminia Bielefeld,19,159,Bundesliga,Joakim,Nilsson,,Joakim Nilsson,,,,,,,,,,,,
2071,8578,159,220925.0,8.0,15.0,Arminia Bielefeld,19,159,Bundesliga,Alessandro,Schöpf,,Alessandro Schöpf,,,,,,,,,,,,
2084,8591,159,262632.0,37.0,28.0,Arminia Bielefeld,19,159,Bundesliga,Vladislav,Cherny,,Vladislav Cherny,,,,,,,,,,,,
2095,8602,160,204366.0,27.0,28.0,VfL Bochum,19,160,Bundesliga,Jürgen,Locadia,,Jürgen Locadia,,,,,,,,,,,,
2096,8603,160,204468.0,14.0,28.0,VfL Bochum,19,160,Bundesliga,Tom,Weilandt,,Tom Weilandt,,,,,,,,,,,,
2097,8604,160,206109.0,13.0,29.0,VfL Bochum,19,160,Bundesliga,Yussif Raman,Chibsah,,Yussif Raman Chibsah,,,,,,,,,,,,
2098,8605,160,208129.0,15.0,28.0,VfL Bochum,19,160,Bundesliga,Soma,Novothny,,Soma Novothny,,,,,,,,,,,,
2104,8611,160,238072.0,38.0,28.0,VfL Bochum,19,160,Bundesliga,Eduard,Löwen,,Eduard Löwen,,,,,,,,,,,,
2113,8620,160,260554.0,28.0,29.0,VfL Bochum,19,160,Bundesliga,Luis,Hartwig,,Luis Hartwig,,,,,,,,,,,,
2148,8655,166,194728.0,14.0,28.0,Hertha Berlin,19,162,Bundesliga,Ishak,Belfodil,,Ishak Belfodil,,,,,,,,,,,,
2168,8675,166,258031.0,38.0,29.0,Hertha Berlin,19,162,Bundesliga,Florian,Palmowski,,Florian Palmowski,,,,,,,,,,,,
2175,8682,169,177404.0,35.0,29.0,1. FSV Mainz 05,19,163,Bundesliga,Stephan,,,,,,,,,,,,,,,
2176,8683,169,189043.0,18.0,28.0,1. FSV Mainz 05,19,163,Bundesliga,Daniel,Brosinski,,Daniel Brosinski,,,,,,,,,,,,
2199,8706,169,257082.0,41.0,29.0,1. FSV Mainz 05,19,163,Bundesliga,Marius,Liesegang,,Marius Liesegang,,,,,,,,,,,,
2206,8713,171,177508.0,1.0,28.0,1. FC Nürnberg,20,174,Bundesliga 2,Patric,Klandt,,Patric Klandt,,,,,,,,,,,,
2207,8714,171,186274.0,34.0,28.0,1. FC Nürnberg,20,174,Bundesliga 2,Konstantin,,,,,,,,,,,,,,,
2256,8763,175,262889.0,18.0,29.0,VfL Wolfsburg,19,164,Bundesliga,Anselmo,Garcia MacNulty,,Anselmo Garcia MacNulty,,,,,,,,,,,,
2258,8765,175,264213.0,48.0,29.0,VfL Wolfsburg,19,164,Bundesliga,,Walther,,,,,,,,,,,,,,
2261,8768,180,4901.0,28.0,9.0,Athletic-MG,351,521,Brasileirão Série C,João Victor,da Silva Santos,João Santos,João Victor da Silva Santos,,,,,,,,,,,,
2262,8769,180,4907.0,18.0,19.0,Athletic-MG,351,521,Brasileirão Série C,Antônio Roberto,de Souza Junior,Antônio Falcao,Antônio Roberto de Souza Junior,,,,,,,,,,,,
2263,8770,180,51136.0,1.0,0.0,Athletic-MG,351,521,Brasileirão Série C,Thiago Henrique,Francisco de Jesus,Thiago Henrique,Thiago Henrique Francisco de Jesus,,,,,,,,,,,,
2264,8771,180,51762.0,19.0,28.0,Athletic-MG,351,521,Brasileirão Série C,Gabriel Maicon,Neves,Gabriel Neves,Gabriel Maicon Neves,,,,,,,,,,,,
2265,8772,180,157271.0,10.0,24.0,Athletic-MG,351,521,Brasileirão Série C,Ricardo,de Oliveira,Ricardo Oliveira,Ricardo de Oliveira,,,,,,,,,,,,
2266,8773,180,51986.0,8.0,11.0,Athletic-MG,351,521,Brasileirão Série C,Moysés,Do Nascimento Oliveira,Moysés,Moysés Do Nascimento Oliveira,,,,,,,,,,,,
2267,8774,180,54512.0,13.0,29.0,Athletic-MG,351,521,Brasileirão Série C,Lucas,dos Santos Souza,Lucas,Lucas dos Santos Souza,,,,,,,,,,,,
2268,8775,180,88909.0,5.0,6.0,Athletic-MG,351,521,Brasileirão Série C,Gabriel,Nunes Verissimo,Gabriel Nunes,Gabriel Nunes Verissimo,,,,,,,,,,,,
2269,8776,180,176739.0,16.0,28.0,Athletic-MG,351,521,Brasileirão Série C,Hugo,Souza da Silva,Hugo Souza,Hugo Souza da Silva,,,,,,,,,,,,
2270,8777,180,181014.0,4.0,4.0,Athletic-MG,351,521,Brasileirão Série C,Victor,Sallinas Ribeiro,Victor Sallinas,Victor Sallinas Ribeiro,,,,,,,,,,,,
2271,8778,180,194742.0,26.0,3.0,Athletic-MG,351,521,Brasileirão Série C,Rafael Menicucci,Komatsu Cirnon Silva,Rafael Alemão,Rafael Menicucci Komatsu Cirnon Silva,,,,,,,,,,,,
2272,8779,180,205945.0,14.0,29.0,Athletic-MG,351,521,Brasileirão Série C,Natan,Pereira Brito,Natan Pereira,Natan Pereira Brito,,,,,,,,,,,,
2273,8780,180,212172.0,3.0,28.0,Athletic-MG,351,521,Brasileirão Série C,Maykon,Matos Ramos,Maykon,Maykon Matos Ramos,,,,,,,,,,,,
2274,8781,180,245250.0,6.0,7.0,Athletic-MG,351,521,Brasileirão Série C,Nathan,Mendes da Silva,Nathan,Nathan Mendes da Silva,,,,,,,,,,,,
2275,8782,180,266990.0,12.0,28.0,Athletic-MG,351,521,Brasileirão Série C,João Victor,Caniato Moreira,João Victor,João Victor Caniato Moreira,,,,,,,,,,,,
2276,8783,180,267170.0,15.0,17.0,Athletic-MG,351,521,Brasileirão Série C,José Wanderson,Diamantino Rodrigues,Rodrigues,José Wanderson Diamantino Rodrigues,,,,,,,,,,,,
2277,8784,180,267505.0,2.0,28.0,Athletic-MG,351,521,Brasileirão Série C,Vinícius,Honorato de Lana,Vinícius Honorato,Vinícius Honorato de Lana,,,,,,,,,,,,
2279,8786,180,273227.0,7.0,29.0,Athletic-MG,351,521,Brasileirão Série C,Mateus,Rodrigues Pereira,Mateus,Mateus Rodrigues Pereira,,,,,,,,,,,,
2280,8787,180,275742.0,9.0,26.0,Athletic-MG,351,521,Brasileirão Série C,Miller José,de Oliveira,Miller,Miller José de Oliveira,,,,,,,,,,,,
2281,8788,180,292356.0,17.0,28.0,Athletic-MG,351,521,Brasileirão Série C,Marco Antônio,Alves Ribeiro,Marco Antônio,Marco Antônio Alves Ribeiro,,,,,,,,,,,,
2282,8789,180,51420.0,11.0,29.0,Athletic-MG,351,521,Brasileirão Série C,Willian,da Silva,Willian Mococa,Willian da Silva,,,,,,,,,,,,
2283,8790,180,4844.0,31.0,29.0,Athletic-MG,351,521,Brasileirão Série C,Denivys,Will da Vítoria Junior,Denivys,Denivys Will da Vítoria Junior,,,,,,,,,,,,
2285,8792,181,173695.0,6.0,28.0,Dundee United,50,256,cinch Prem,Mark,Reynolds,,Mark Reynolds,,,,,,,,,,,,
2287,8794,181,186839.0,10.0,29.0,Dundee United,50,256,cinch Prem,Niall,McGinn,,Niall McGinn,,,,,,,,,,,,
2295,8802,181,223104.0,9.0,26.0,Dundee United,50,256,cinch Prem,Marc,McNulty,,Marc McNulty,,,,,,,,,,,,
2298,8805,181,226775.0,17.0,29.0,Dundee United,50,256,cinch Prem,Jay,Chapman,,Jay Chapman,,,,,,,,,,,,
2303,8810,181,256700.0,11.0,28.0,Dundee United,50,256,cinch Prem,Logan,Chalmers,,Logan Chalmers,,,,,,,,,,,,
2306,8813,181,256713.0,26.0,28.0,Dundee United,50,256,cinch Prem,Chris,Mochrie,,Chris Mochrie,,,,,,,,,,,,
2308,8815,181,257854.0,31.0,28.0,Dundee United,50,256,cinch Prem,Jack,Newman,,Jack Newman,,,,,,,,,,,,
2309,8816,181,258793.0,15.0,29.0,Dundee United,50,256,cinch Prem,Florent,Hoti,,Florent Hoti,,,,,,,,,,,,
2311,8818,181,260127.0,30.0,29.0,Dundee United,50,256,cinch Prem,Darren,Watson,,Darren Watson,,,,,,,,,,,,
2312,8819,181,260130.0,40.0,29.0,Dundee United,50,256,cinch Prem,Flynn,Duffy,,Flynn Duffy,,,,,,,,,,,,
2340,8847,189,260084.0,44.0,28.0,Bologna,31,193,Serie A TIM,Mattia,Pagliuca,,Mattia Pagliuca,,,,,,,,,,,,
2343,8850,191,173474.0,16.0,10.0,RB Salzburg,80,508,Ö. Bundesliga,Zlatko,Junuzović,,Zlatko Junuzović,,,,,,,,,,,,
2364,8871,205,149064.0,3.0,29.0,Venezia,31,194,Serie A TIM,Cristian,Molinaro,,Cristian Molinaro,,,,,,,,,,,,
2365,8872,205,191068.0,92.0,28.0,Venezia,31,194,Serie A TIM,Gianmarco,Zigoni,,Gianmarco Zigoni,,,,,,,,,,,,
2366,8873,205,199053.0,24.0,29.0,Venezia,31,194,Serie A TIM,Riccardo,Bocalon,,Riccardo Bocalon,,,,,,,,,,,,
2395,8902,205,271258.0,1.0,29.0,Venezia,31,194,Serie A TIM,Brenno,Costa,Brenno,Brenno Costa,,,,,,,,,,,,
2398,8905,206,198136.0,32.0,28.0,Hellas Verona,31,195,Serie A TIM,Antonino,Ragusa,,Antonino Ragusa,,,,,,,,,,,,
2402,8909,206,208144.0,40.0,28.0,Hellas Verona,31,195,Serie A TIM,Daniel,Bessa,,Daniel Bessa,,,,,,,,,,,,
2420,8927,206,260115.0,45.0,29.0,Hellas Verona,31,195,Serie A TIM,Philip,Yeboah,,Philip Yeboah,,,,,,,,,,,,
2424,8931,209,192328.0,18.0,28.0,SK Sturm Graz,80,509,Ö. Bundesliga,Philipp,Huspek,,Philipp Huspek,,,,,,,,,,,,
2441,8948,209,258509.0,29.0,28.0,SK Sturm Graz,80,509,Ö. Bundesliga,Francisco,Mwepu,,Francisco Mwepu,,,,,,,,,,,,
2448,8955,209,263463.0,20.0,29.0,SK Sturm Graz,80,509,Ö. Bundesliga,Martin,Krienzer,,Martin Krienzer,,,,,,,,,,,,
2451,8958,210,183453.0,6.0,6.0,SM Caen,17,135,Ligue 2 BKT,Prince,Oniangué,,Prince Oniangué,,,,,,,,,,,,
2455,8962,210,200298.0,18.0,4.0,SM Caen,17,135,Ligue 2 BKT,Jonathan,Rivierez,,Jonathan Rivierez,,,,,,,,,,,,
2457,8964,210,225532.0,27.0,28.0,SM Caen,17,135,Ligue 2 BKT,Ibrahim,Cissé,,Ibrahim Cissé,,,,,,,,,,,,
2464,8971,210,241960.0,13.0,28.0,SM Caen,17,135,Ligue 2 BKT,Timo,Stavitski,,Timo Stavitski,,,,,,,,,,,,
2465,8972,210,246752.0,31.0,28.0,SM Caen,17,135,Ligue 2 BKT,Evens,Joseph,,Evens Joseph,,,,,,,,,,,,
2471,8978,210,258609.0,32.0,3.0,SM Caen,17,135,Ligue 2 BKT,Aloys,Fouda,,Aloys Fouda,,,,,,,,,,,,
2472,8979,210,258617.0,4.0,29.0,SM Caen,17,135,Ligue 2 BKT,Jason,Ngouabi,,Jason Ngouabi,,,,,,,,,,,,
2473,8980,210,258618.0,2.0,29.0,SM Caen,17,135,Ligue 2 BKT,Loup,Hervieu,,Loup Hervieu,,,,,,,,,,,,
2475,8982,210,259352.0,40.0,28.0,SM Caen,17,135,Ligue 2 BKT,Sullivan,Péan,,Sullivan Péan,,,,,,,,,,,,
2476,8983,210,261035.0,29.0,29.0,SM Caen,17,135,Ligue 2 BKT,Zeidane,Inoussa,,Zeidane Inoussa,,,,,,,,,,,,
2493,9000,211,244262.0,23.0,28.0,Dinamo Zagreb,76,422,Resto do Mundo,Dinko,Horkaš,,Dinko Horkaš,,,,,,,,,,,,
2500,9007,211,260232.0,35.0,29.0,Dinamo Zagreb,76,422,Resto do Mundo,Ivan,Šaranić,,Ivan Šaranić,,,,,,,,,,,,
2507,9014,217,139860.0,21.0,6.0,FC Lorient,16,124,Ligue 1 Uber Eats,Jérémy,Morel,,Jérémy Morel,,,,,,,,,,,,
2508,9015,217,183287.0,18.0,14.0,FC Lorient,16,124,Ligue 1 Uber Eats,Fabien,Lemoine,,Fabien Lemoine,,,,,,,,,,,,
2510,9017,217,190530.0,5.0,28.0,FC Lorient,16,124,Ligue 1 Uber Eats,Thomas,Fontaine,,Thomas Fontaine,,,,,,,,,,,,
2515,9022,217,222969.0,14.0,28.0,FC Lorient,16,124,Ligue 1 Uber Eats,Jérôme,Hergault,,Jérôme Hergault,,,,,,,,,,,,
2567,9074,224,223284.0,4.0,6.0,Nîmes Olympique,17,136,Ligue 2 BKT,Pablo,Martinez,,Pablo Martinez,,,,,,,,,,,,
2569,9076,224,230995.0,6.0,28.0,Nîmes Olympique,17,136,Ligue 2 BKT,Sidy,Sarr,,Sidy Sarr,,,,,,,,,,,,
2580,9087,224,259154.0,13.0,28.0,Nîmes Olympique,17,136,Ligue 2 BKT,Karim,Aribi,,Karim Aribi,,,,,,,,,,,,
2583,9090,224,263599.0,33.0,29.0,Nîmes Olympique,17,136,Ligue 2 BKT,Pierre,Zaidan,,Pierre Zaidan,,,,,,,,,,,,
2586,9093,226,198688.0,19.0,6.0,Sochaux,17,137,Ligue 2 BKT,Florentin,Pogba,,Florentin Pogba,,,,,,,,,,,,
2589,9096,226,212428.0,27.0,28.0,Sochaux,17,137,Ligue 2 BKT,Adama,Niane,,Adama Niane,,,,,,,,,,,,
2603,9110,226,251924.0,25.0,28.0,Sochaux,17,137,Ligue 2 BKT,Nathan,Zohoré,,Nathan Zohoré,,,,,,,,,,,,
2643,9150,230,184154.0,11.0,29.0,Royal Antwerp,4,13,1A Pro League,Nill,De Pauw,,Nill De Pauw,,,,,,,,,,,,
2646,9153,230,209673.0,24.0,28.0,Royal Antwerp,4,13,1A Pro League,Dorian,Dessoleil,,Dorian Dessoleil,,,,,,,,,,,,
2649,9156,230,215373.0,20.0,29.0,Royal Antwerp,4,13,1A Pro League,Sander,Coopman,,Sander Coopman,,,,,,,,,,,,
2659,9166,230,237555.0,76.0,29.0,Royal Antwerp,4,13,1A Pro League,Jonathan,Bolingi,,Jonathan Bolingi,,,,,,,,,,,,
2663,9170,230,247876.0,17.0,7.0,Royal Antwerp,4,13,1A Pro League,Robbe,Quirynen,,Robbe Quirynen,,,,,,,,,,,,
2664,9171,230,255516.0,75.0,29.0,Royal Antwerp,4,13,1A Pro League,Guy,Mbenza,,Guy Mbenza,,,,,,,,,,,,
2670,9177,230,4969.0,25.0,29.0,Royal Antwerp,4,13,1A Pro League,Romildo,Del Piage de Souza,Del Piage,Romildo Del Piage de Souza,,,,,,,,,,,,
2681,9188,231,219411.0,87.0,28.0,Club Brugge,4,14,1A Pro League,José,Izquierdo,,José Izquierdo,,,,,,,,,,,,
2693,9200,231,263759.0,16.0,28.0,Club Brugge,4,14,1A Pro League,Tibo,Persyn,,Tibo Persyn,,,,,,,,,,,,
2698,9205,231,271135.0,7.0,28.0,Club Brugge,4,14,1A Pro League,Heitor,Fonseca,Heitor,Heitor Fonseca,,,,,,,,,,,,
2700,9207,232,184089.0,10.0,28.0,Standard Liège,4,15,1A Pro League,Mehdi,Carcela-González,,Mehdi Carcela-González,,,,,,,,,,,,
2701,9208,232,192537.0,22.0,28.0,Standard Liège,4,15,1A Pro League,Maxime,Lestienne,,Maxime Lestienne,,,,,,,,,,,,
2745,9252,234,271392.0,33.0,4.0,SL Benfica,308,608,Liga Portugal,João Victor,Marcelino,João Victor,João Victor Marcelino,,,,,,,,,,,,
2758,9265,236,216778.0,6.0,28.0,FC Porto,308,609,Liga Portugal,Rubén,Semedo,,Rubén Semedo,,,,,,,,,,,,
2774,9281,236,269812.0,32.0,28.0,FC Porto,308,609,Liga Portugal,Gabriel,Veron,Gabriel Veron,Gabriel Veron,,,,,,,,,,,,
2779,9286,237,194781.0,40.0,29.0,Sporting CP,308,610,Liga Portugal,Renan,Ribeiro,Renan Ribeiro,Renan Ribeiro,,,,,,,,,,,,
2854,9361,243,182521.0,8.0,15.0,Real Madrid,53,265,LaLiga Santander,Toni,Kroos,,Toni Kroos,,,,,,,,,,,,
2855,9362,243,183277.0,7.0,28.0,Real Madrid,53,265,LaLiga Santander,Eden,Hazard,,Eden Hazard,,,,,,,,,,,,
2881,9388,244,178616.0,8.0,28.0,Real Zaragoza,54,283,LaLiga SmartBank,Adrián,González Morales,Adrián González,Adrián González Morales,,,,,,,,,,,,
2884,9391,244,194329.0,10.0,29.0,Real Zaragoza,54,283,LaLiga SmartBank,Javier,Ros Añón,Javi Ros,Javier Ros Añón,,,,,,,,,,,,
2887,9394,244,221452.0,23.0,28.0,Real Zaragoza,54,283,LaLiga SmartBank,Alexander,Mesa Travieso,Nano Mesa,Alexander Mesa Travieso,,,,,,,,,,,,
2891,9398,244,226215.0,9.0,26.0,Real Zaragoza,54,283,LaLiga SmartBank,Sabin,Merino Zuloaga,Sabin Merino,Sabin Merino Zuloaga,,,,,,,,,,,,
2906,9413,244,263217.0,34.0,29.0,Real Zaragoza,54,283,LaLiga SmartBank,Ángel,López Ramón,Ángel López,Ángel López Ramón,,,,,,,,,,,,
2907,9414,244,264457.0,25.0,28.0,Real Zaragoza,54,283,LaLiga SmartBank,César,Yanis,,César Yanis,,,,,,,,,,,,
2913,9420,245,2147.0,1.0,0.0,Ajax,10,50,Eredivisie,Maarten,Stekelenburg,,Maarten Stekelenburg,,,,,,,,,,,,
2940,9447,246,210377.0,20.0,28.0,Feyenoord,10,51,Eredivisie,João Carlos,Vilaça Teixeira,João Teixeira,João Carlos Vilaça Teixeira,,,,,,,,,,,,
2951,9458,246,248507.0,24.0,29.0,Feyenoord,10,51,Eredivisie,Naoufal,Bannis,,Naoufal Bannis,,,,,,,,,,,,
2953,9460,246,251830.0,32.0,29.0,Feyenoord,10,51,Eredivisie,Denzel,Hall,,Denzel Hall,,,,,,,,,,,,
2954,9461,246,259466.0,30.0,28.0,Feyenoord,10,51,Eredivisie,Thijs,Jansen,,Thijs Jansen,,,,,,,,,,,,
2956,9463,246,261444.0,23.0,29.0,Feyenoord,10,51,Eredivisie,Aliou,Baldé,,Aliou Baldé,,,,,,,,,,,,
2957,9464,246,263637.0,45.0,29.0,Feyenoord,10,51,Eredivisie,Lennard,Hartjes,,Lennard Hartjes,,,,,,,,,,,,
2966,9473,246,4932.0,98.0,27.0,Feyenoord,10,51,Eredivisie,Igor,Paixão,Igor Paixão,Igor Paixão,,,,,,,,,,,,
2972,9479,247,193158.0,14.0,28.0,PSV,10,52,Eredivisie,Davy,Pröpper,,Davy Pröpper,,,,,,,,,,,,
2983,9490,247,236615.0,36.0,29.0,PSV,10,52,Eredivisie,Dante,Rigo,,Dante Rigo,,,,,,,,,,,,
