,Unnamed: 0_old,teamid_old,playerid,jerseynumber_old,position_old,teamname_old,leagueid_old,artificialkey_old,leaguename_old,firstname_old,surname_old,commonname_old,fullname_old,Unnamed: 0_new,teamid_new,jerseynumber_new,position_new,teamname_new,leagueid_new,artificialkey_new,leaguename_new,firstname_new,surname_new,commonname_new,fullname_new
12871,19378,110691,188586.0,14.0,15.0,SC Freiburg II,2076,849,3. Liga,Johannes,Flum,,Johannes Flum,,,,,,,,,,,,
12874,19381,110691,235253.0,31.0,12.0,SC Freiburg II,2076,849,3. Liga,Patrick,Kammerbauer,,Patrick Kammerbauer,,,,,,,,,,,,
12876,19383,110691,244362.0,25.0,29.0,SC Freiburg II,2076,849,3. Liga,Lars,Hunn,,Lars Hunn,,,,,,,,,,,,
12877,19384,110691,246758.0,12.0,29.0,SC Freiburg II,2076,849,3. Liga,Julius,Tauriainen,,Julius Tauriainen,,,,,,,,,,,,
12899,19406,110711,243304.0,13.0,0.0,Real Sociedad B,54,299,LaLiga SmartBank,Andoni,Zubiaurre,Zubiaurre,Andoni Zubiaurre,,,,,,,,,,,,
12903,19410,110711,247458.0,2.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Alejandro,Sola López-Ocaña,Álex Sola,Alejandro Sola López-Ocaña,,,,,,,,,,,,
12904,19411,110711,253766.0,16.0,7.0,Real Sociedad B,54,299,LaLiga SmartBank,Cristo,Romero Gómez,Cristo Romero,Cristo Romero Gómez,,,,,,,,,,,,
12905,19412,110711,254003.0,5.0,6.0,Real Sociedad B,54,299,LaLiga SmartBank,Aritz,Arambarri Murua,Arambarri,Aritz Arambarri Murua,,,,,,,,,,,,
12909,19416,110711,257878.0,18.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Peter,Pokorný,,Peter Pokorný,,,,,,,,,,,,
12910,19417,110711,259360.0,1.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Gaizka,Ayesa Burgui,Ayesa,Gaizka Ayesa Burgui,,,,,,,,,,,,
12911,19418,110711,260546.0,6.0,4.0,Real Sociedad B,54,299,LaLiga SmartBank,Urko,González de Zárate,Urko González,Urko González de Zárate,,,,,,,,,,,,
12912,19419,110711,262500.0,4.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Jon Ander,Olasagasti Imizcoz,Olasagasti,Jon Ander Olasagasti Imizcoz,,,,,,,,,,,,
12915,19422,110711,262505.0,3.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Imanol,Ezkurdia Ugalde,Ezkurdia,Imanol Ezkurdia Ugalde,,,,,,,,,,,,
12916,19423,110711,262507.0,29.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Iñaki,Recio Irusta,Iñaki Recio,Iñaki Recio Irusta,,,,,,,,,,,,
12917,19424,110711,262508.0,20.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Ander,Martín Odriozola,Ander Martín,Ander Martín Odriozola,,,,,,,,,,,,
12918,19425,110711,262509.0,22.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Daniel,Garrido Peña,Dani Garrido,Daniel Garrido Peña,,,,,,,,,,,,
12920,19427,110711,262511.0,28.0,29.0,Real Sociedad B,54,299,LaLiga SmartBank,Jorge,Aguirre de Céspedes,Jorge Aguirre,Jorge Aguirre de Céspedes,,,,,,,,,,,,
12922,19429,110711,263311.0,26.0,29.0,Real Sociedad B,54,299,LaLiga SmartBank,Ander,Zoilo Cerdeira,Ander Zoilo,Ander Zoilo Cerdeira,,,,,,,,,,,,
12923,19430,110711,264195.0,19.0,28.0,Real Sociedad B,54,299,LaLiga SmartBank,Javier,,,,,,,,,,,,,,,
12924,19431,110724,49674.0,10.0,28.0,KV Mechelen,4,27,1A Pro League,Igor Alberto,Rinck de Camargo,Igor de Camargo,Igor Alberto Rinck de Camargo,,,,,,,,,,,,
12925,19432,110724,172649.0,8.0,28.0,KV Mechelen,4,27,1A Pro League,Onur,Kaya,,Onur Kaya,,,,,,,,,,,,
12928,19435,110724,199982.0,13.0,28.0,KV Mechelen,4,27,1A Pro League,Joachim,Van Damme,,Joachim Van Damme,,,,,,,,,,,,
12932,19439,110724,211619.0,4.0,28.0,KV Mechelen,4,27,1A Pro League,Sheldon,Bateau,,Sheldon Bateau,,,,,,,,,,,,
12945,19452,110724,244583.0,32.0,28.0,KV Mechelen,4,27,1A Pro League,Maxime,Wenssens,,Maxime Wenssens,,,,,,,,,,,,
12952,19459,110734,188289.0,97.0,24.0,Crotone,76,442,Resto do Mundo,Emmanuel,Rivière,,Emmanuel Rivière,,,,,,,,,,,,
12957,19464,110734,230631.0,1.0,0.0,Crotone,76,442,Resto do Mundo,Marco,Festa,,Marco Festa,,,,,,,,,,,,
12960,19467,110734,240736.0,28.0,28.0,Crotone,76,442,Resto do Mundo,Giuseppe,Borello,,Giuseppe Borello,,,,,,,,,,,,
12965,19472,110734,245542.0,12.0,28.0,Crotone,76,442,Resto do Mundo,Giacomo,Figliuzzi,,Giacomo Figliuzzi,,,,,,,,,,,,
12970,19477,110734,264153.0,6.0,5.0,Crotone,76,442,Resto do Mundo,Davide,Mondonico,,Davide Mondonico,,,,,,,,,,,,
12973,19480,110745,183228.0,3.0,5.0,Jagiellonia,66,388,PKO Ekstraklasa,Błażej,Augustyn,,Błażej Augustyn,,,,,,,,,,,,
12976,19483,110745,200346.0,16.0,28.0,Jagiellonia,66,388,PKO Ekstraklasa,Michał,Żyro,,Michał Żyro,,,,,,,,,,,,
12981,19488,110745,212736.0,99.0,29.0,Jagiellonia,66,388,PKO Ekstraklasa,Bartosz,Kwiecień,,Bartosz Kwiecień,,,,,,,,,,,,
12984,19491,110745,223305.0,8.0,28.0,Jagiellonia,66,388,PKO Ekstraklasa,Przemysław,Mystkowski,,Przemysław Mystkowski,,,,,,,,,,,,
12990,19497,110745,243012.0,33.0,28.0,Jagiellonia,66,388,PKO Ekstraklasa,Błażej,Niezgoda,,Błażej Niezgoda,,,,,,,,,,,,
12991,19498,110745,251411.0,23.0,22.0,Jagiellonia,66,388,PKO Ekstraklasa,Karol,Struski,,Karol Struski,,,,,,,,,,,,
12993,19500,110745,254699.0,44.0,28.0,Jagiellonia,66,388,PKO Ekstraklasa,Krzysztof,Toporkiewicz,,Krzysztof Toporkiewicz,,,,,,,,,,,,
12996,19503,110745,258249.0,39.0,28.0,Jagiellonia,66,388,PKO Ekstraklasa,Jan,Majsterek,,Jan Majsterek,,,,,,,,,,,,
13000,19507,110745,264005.0,24.0,28.0,Jagiellonia,66,388,PKO Ekstraklasa,Michał,Surzyn,,Michał Surzyn,,,,,,,,,,,,
13001,19508,110746,5140.0,98.0,29.0,Pogoń Szczecin,66,389,PKO Ekstraklasa,Leonardo,Borges,Léo Borges,Leonardo Borges,,,,,,,,,,,,
13011,19518,110746,220531.0,53.0,29.0,Pogoń Szczecin,66,389,PKO Ekstraklasa,Igor,Łasicki,,Igor Łasicki,,,,,,,,,,,,
13018,19525,110746,243502.0,26.0,28.0,Pogoń Szczecin,66,389,PKO Ekstraklasa,Jakub,Bursztyn,,Jakub Bursztyn,,,,,,,,,,,,
13027,19534,110746,258248.0,80.0,29.0,Pogoń Szczecin,66,389,PKO Ekstraklasa,Dariusz,Krzysztofek,,Dariusz Krzysztofek,,,,,,,,,,,,
13030,19537,110747,193564.0,9.0,25.0,Cracóvia,66,390,PKO Ekstraklasa,Marcos,Álvarez,,Marcos Álvarez,,,,,,,,,,,,
13034,19541,110747,212451.0,18.0,28.0,Cracóvia,66,390,PKO Ekstraklasa,Luís Augusto,Martins Rocha,Luís Rocha,Luís Augusto Martins Rocha,,,,,,,,,,,,
13036,19543,110747,225187.0,10.0,18.0,Cracóvia,66,390,PKO Ekstraklasa,Pelle,van Amersfoort,,Pelle van Amersfoort,,,,,,,,,,,,
13039,19546,110747,234997.0,13.0,29.0,Cracóvia,66,390,PKO Ekstraklasa,Radosław,Kanach,,Radosław Kanach,,,,,,,,,,,,
13046,19553,110747,240358.0,6.0,9.0,Cracóvia,66,390,PKO Ekstraklasa,Sylwester,Lusiusz,,Sylwester Lusiusz,,,,,,,,,,,,
13048,19555,110747,245458.0,64.0,28.0,Cracóvia,66,390,PKO Ekstraklasa,Michał,Wiśniewski,,Michał Wiśniewski,,,,,,,,,,,,
13053,19560,110747,259183.0,19.0,28.0,Cracóvia,66,390,PKO Ekstraklasa,Damir,Sadiković,,Damir Sadiković,,,,,,,,,,,,
13055,19562,110747,262248.0,14.0,29.0,Cracóvia,66,390,PKO Ekstraklasa,Krystian,Bracik,,Krystian Bracik,,,,,,,,,,,,
13059,19566,110749,194873.0,4.0,9.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Evgeniy,Bashkirov,,Evgeniy Bashkirov,,,,,,,,,,,,
13062,19569,110749,215584.0,23.0,28.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Jakub,Wójcicki,,Jakub Wójcicki,,,,,,,,,,,,
13065,19572,110749,231016.0,32.0,6.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Ian,Pino Soler,Ian Soler,Ian Pino Soler,,,,,,,,,,,,
13068,19575,110749,237826.0,20.0,28.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Ilya,,,,,,,,,,,,,,,
13070,19577,110749,239805.0,55.0,28.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Damian,Oko,,Damian Oko,,,,,,,,,,,,
13075,19582,110749,252502.0,19.0,29.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Daniel,Dudziński,,Daniel Dudziński,,,,,,,,,,,,
13080,19587,110749,261223.0,13.0,28.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Karol,Podliński,,Karol Podliński,,,,,,,,,,,,
13081,19588,110749,262247.0,41.0,29.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Milan,Posmyk,,Milan Posmyk,,,,,,,,,,,,
13085,19592,110749,263609.0,9.0,12.0,Zagłębie Lubin,66,391,PKO Ekstraklasa,Erik,Daniel,,Erik Daniel,,,,,,,,,,,,
13093,19600,110750,255907.0,9.0,26.0,UTA Arad,330,647,Liga I,Filip,Dangubić,,Filip Dangubić,,,,,,,,,,,,
13096,19603,110750,257807.0,22.0,29.0,UTA Arad,330,647,Liga I,Sorin,Buștea,,Sorin Buștea,,,,,,,,,,,,
13099,19606,110750,257814.0,26.0,28.0,UTA Arad,330,647,Liga I,Marius,Tomozei,,Marius Tomozei,,,,,,,,,,,,
13103,19610,110750,260305.0,31.0,28.0,UTA Arad,330,647,Liga I,Haralambie,Mociu,,Haralambie Mociu,,,,,,,,,,,,
13104,19611,110750,260611.0,55.0,7.0,UTA Arad,330,647,Liga I,Evgeniy,Shlyakov,,Evgeniy Shlyakov,,,,,,,,,,,,
13106,19613,110750,262729.0,11.0,28.0,UTA Arad,330,647,Liga I,Adrian,Măr,,Adrian Măr,,,,,,,,,,,,
13109,19616,110750,262819.0,17.0,28.0,UTA Arad,330,647,Liga I,Tudor,Călin,,Tudor Călin,,,,,,,,,,,,
13110,19617,110750,263191.0,3.0,6.0,UTA Arad,330,647,Liga I,Vinko,Međimorec,,Vinko Međimorec,,,,,,,,,,,,
13111,19618,110750,263849.0,77.0,28.0,UTA Arad,330,647,Liga I,Claudiu,Negoescu,,Claudiu Negoescu,,,,,,,,,,,,
13112,19619,110750,263850.0,44.0,28.0,UTA Arad,330,647,Liga I,Paul,Mercioiu,,Paul Mercioiu,,,,,,,,,,,,
13114,19621,110752,176007.0,89.0,23.0,FC Botoşani,330,648,Liga I,Hervé,Kage,,Hervé Kage,,,,,,,,,,,,
13122,19629,110752,248010.0,67.0,13.0,FC Botoşani,330,648,Liga I,Enriko,Papa,,Enriko Papa,,,,,,,,,,,,
13128,19635,110752,252715.0,24.0,25.0,FC Botoşani,330,648,Liga I,Richard,Sila,,Richard Sila,,,,,,,,,,,,
13129,19636,110752,253395.0,20.0,29.0,FC Botoşani,330,648,Liga I,Adrian,Moescu,,Adrian Moescu,,,,,,,,,,,,
13131,19638,110752,255448.0,28.0,27.0,FC Botoşani,330,648,Liga I,Realdo,Fili,,Realdo Fili,,,,,,,,,,,,
13133,19640,110752,259483.0,99.0,29.0,FC Botoşani,330,648,Liga I,Alexandru,Caia,,Alexandru Caia,,,,,,,,,,,,
13136,19643,110752,263313.0,90.0,29.0,FC Botoşani,330,648,Liga I,Paul,Mensah,,Paul Mensah,,,,,,,,,,,,
13137,19644,110752,263314.0,70.0,29.0,FC Botoşani,330,648,Liga I,David,Dutu,,David Dutu,,,,,,,,,,,,
13138,19645,110752,263368.0,22.0,28.0,FC Botoşani,330,648,Liga I,Mario,Contra,,Mario Contra,,,,,,,,,,,,
13141,19648,110765,4538.0,26.0,29.0,Ferroviário-CE,351,550,Brasileirão Série C,Gabryel,da Silva Martins,Gabryel Martins,Gabryel da Silva Martins,,,,,,,,,,,,
13142,19649,110765,278600.0,27.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Anderson,de Oliveira,Anderson Paulista,Anderson de Oliveira,,,,,,,,,,,,
13143,19650,110765,271430.0,51.0,0.0,Ferroviário-CE,351,550,Brasileirão Série C,Jean Drosny,de Oliveira,Jean Drosny,Jean Drosny de Oliveira,,,,,,,,,,,,
13144,19651,110765,5119.0,23.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Reinaldo,Vieira da Silva Junior,Reinaldo,Reinaldo Vieira da Silva Junior,,,,,,,,,,,,
13145,19652,110765,197905.0,70.0,3.0,Ferroviário-CE,351,550,Brasileirão Série C,Marcos,dos Anjos,Marcos Martins,Marcos dos Anjos,,,,,,,,,,,,
13146,19653,110765,266361.0,6.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Wendel,Nery da Conceição,Wendel,Wendel Nery da Conceição,,,,,,,,,,,,
13147,19654,110765,5104.0,57.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Marcus Vinícius,da Silva Freire,Marcus Vinícius,Marcus Vinícius da Silva Freire,,,,,,,,,,,,
13148,19655,110765,5116.0,88.0,6.0,Ferroviário-CE,351,550,Brasileirão Série C,Victor,Melo Costa,Vitão,Victor Melo Costa,,,,,,,,,,,,
13149,19656,110765,5122.0,34.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Junior Cezar,de Souza Ramos,Juninho Foz,Junior Cezar de Souza Ramos,,,,,,,,,,,,
13150,19657,110765,5125.0,13.0,24.0,Ferroviário-CE,351,550,Brasileirão Série C,José Roberto,Ferreira Neto,Zé Roberto,José Roberto Ferreira Neto,,,,,,,,,,,,
13151,19658,110765,50688.0,11.0,10.0,Ferroviário-CE,351,550,Brasileirão Série C,Marcos Vinícius,dos Santos,Marcos Vinícius,Marcos Vinícius dos Santos,,,,,,,,,,,,
13152,19659,110765,53876.0,28.0,15.0,Ferroviário-CE,351,550,Brasileirão Série C,Wallace,Soares da Silva,Wallace Rato,Wallace Soares da Silva,,,,,,,,,,,,
13153,19660,110765,215662.0,7.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Jonathan,Braga Queiroz,Jonathan,Jonathan Braga Queiroz,,,,,,,,,,,,
13154,19661,110765,254758.0,56.0,18.0,Ferroviário-CE,351,550,Brasileirão Série C,Valdeci,Moreira da Silva,Valdeci,Valdeci Moreira da Silva,,,,,,,,,,,,
13155,19662,110765,268725.0,90.0,26.0,Ferroviário-CE,351,550,Brasileirão Série C,José Edson,Barros da Silva,Edson Cariús,José Edson Barros da Silva,,,,,,,,,,,,
13156,19663,110765,5196.0,22.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Franklin,Gomes de Sousa,Franklin,Franklin Gomes de Sousa,,,,,,,,,,,,
13157,19664,110765,188323.0,19.0,13.0,Ferroviário-CE,351,550,Brasileirão Série C,Wanderley,de Jesus Sousa,Derley,Wanderley de Jesus Sousa,,,,,,,,,,,,
13158,19665,110765,5105.0,98.0,4.0,Ferroviário-CE,351,550,Brasileirão Série C,Zémarcio,Silva Oliveira,Zémarcio,Zémarcio Silva Oliveira,,,,,,,,,,,,
13159,19666,110765,191065.0,25.0,7.0,Ferroviário-CE,351,550,Brasileirão Série C,Fabrício,Silva Dornellas,Fabrício,Fabrício Silva Dornellas,,,,,,,,,,,,
13160,19667,110765,278328.0,24.0,28.0,Ferroviário-CE,351,550,Brasileirão Série C,Luíz Wagner,Costa,Wagninho,Luíz Wagner Costa,,,,,,,,,,,,
13162,19669,110770,156432.0,99.0,25.0,FC Sion,189,594,CSSL ,Guillaume,Hoarau,,Guillaume Hoarau,,,,,,,,,,,,
13163,19670,110770,188768.0,26.0,10.0,FC Sion,189,594,CSSL ,Sereso Geoffroy,Gonzaroua Dié,Serey Dié,Sereso Geoffroy Gonzaroua Dié,,,,,,,,,,,,
13166,19673,110770,203439.0,23.0,12.0,FC Sion,189,594,CSSL ,Matteo,Tosetti,,Matteo Tosetti,,,,,,,,,,,,
13171,19678,110770,215495.0,34.0,6.0,FC Sion,189,594,CSSL ,Birama,Ndoye,,Birama Ndoye,,,,,,,,,,,,
13181,19688,110770,246233.0,29.0,28.0,FC Sion,189,594,CSSL ,Jared,Khasa,,Jared Khasa,,,,,,,,,,,,
13183,19690,110770,254290.0,77.0,29.0,FC Sion,189,594,CSSL ,Sandro,Theler,,Sandro Theler,,,,,,,,,,,,
13185,19692,110770,256048.0,15.0,29.0,FC Sion,189,594,CSSL ,Yamato,Wakatsuki,,Yamato Wakatsuki,,,,,,,,,,,,
13195,19702,110776,206106.0,77.0,29.0,Gaziantep,68,415,Süper Lig,Cenk,Şahin,,Cenk Şahin,,,,,,,,,,,,
13198,19705,110776,212374.0,8.0,15.0,Gaziantep,68,415,Süper Lig,Jefferson,Nogueira Junior,Jefferson,Jefferson Nogueira Junior,,,,,,,,,,,,
13201,19708,110776,223791.0,20.0,18.0,Gaziantep,68,415,Süper Lig,Recep,Niyaz,,Recep Niyaz,,,,,,,,,,,,
13209,19716,110776,241016.0,74.0,29.0,Gaziantep,68,415,Süper Lig,Amedej,Vetrih,,Amedej Vetrih,,,,,,,,,,,,
13212,19719,110776,251796.0,53.0,29.0,Gaziantep,68,415,Süper Lig,Yusuf,Türk,,Yusuf Türk,,,,,,,,,,,,
13213,19720,110776,252447.0,4.0,28.0,Gaziantep,68,415,Süper Lig,Ulaş,Zengin,,Ulaş Zengin,,,,,,,,,,,,
13215,19722,110776,260933.0,23.0,29.0,Gaziantep,68,415,Süper Lig,Ekrem,Kılıçarslan,,Ekrem Kılıçarslan,,,,,,,,,,,,
13237,19744,110781,256037.0,32.0,28.0,Club León,341,671,LIGA BBVA MX,Jesse,Zamudio,,Jesse Zamudio,,,,,,,,,,,,
13246,19753,110799,213148.0,3.0,28.0,Sutton United,61,368,EFL League Two,Ben,Wyatt,,Ben Wyatt,,,,,,,,,,,,
13257,19764,110799,258566.0,19.0,28.0,Sutton United,61,368,EFL League Two,Ricky,Korboa,,Ricky Korboa,,,,,,,,,,,,
13260,19767,110799,262368.0,8.0,28.0,Sutton United,61,368,EFL League Two,Kenny,Davis,,Kenny Davis,,,,,,,,,,,,
13261,19768,110799,262369.0,18.0,29.0,Sutton United,61,368,EFL League Two,Adam,Lovatt,,Adam Lovatt,,,,,,,,,,,,
13263,19770,110799,262373.0,32.0,28.0,Sutton United,61,368,EFL League Two,Filip,Chalupniczak,,Filip Chalupniczak,,,,,,,,,,,,
13266,19773,110827,171087.0,18.0,28.0,Real Oviedo,54,300,LaLiga SmartBank,Christian,Fernández Salas,Bolaño,Christian Fernández Salas,,,,,,,,,,,,
13268,19775,110827,190555.0,23.0,28.0,Real Oviedo,54,300,LaLiga SmartBank,José María,Angresola Jiménez,Mossa,José María Angresola Jiménez,,,,,,,,,,,,
13276,19783,110827,228144.0,20.0,28.0,Real Oviedo,54,300,LaLiga SmartBank,Jorge Marcos,Pombo Escobar,Jorge Pombo,Jorge Marcos Pombo Escobar,,,,,,,,,,,,
13292,19799,110827,258014.0,38.0,29.0,Real Oviedo,54,300,LaLiga SmartBank,Vanderson,Silva Teles,Vanderson,Vanderson Silva Teles,,,,,,,,,,,,
13294,19801,110827,264178.0,33.0,29.0,Real Oviedo,54,300,LaLiga SmartBank,José Luis,Guerra Rodríguez,Joselu Guerra,José Luis Guerra Rodríguez,,,,,,,,,,,,
13296,19803,110827,264420.0,30.0,29.0,Real Oviedo,54,300,LaLiga SmartBank,Guillermo,,,,,,,,,,,,,,,
13298,19805,110831,145996.0,8.0,13.0,CD Lugo,54,301,LaLiga SmartBank,Fernando,Seoane Antelo,Seoane,Fernando Seoane Antelo,,,,,,,,,,,,
13299,19806,110831,164470.0,5.0,10.0,CD Lugo,54,301,LaLiga SmartBank,Carlos,Pita González,Pita,Carlos Pita González,,,,,,,,,,,,
13300,19807,110831,178297.0,15.0,7.0,CD Lugo,54,301,LaLiga SmartBank,Roberto,Canella Suárez,Canella,Roberto Canella Suárez,,,,,,,,,,,,
13302,19809,110831,180593.0,24.0,28.0,CD Lugo,54,301,LaLiga SmartBank,Iriome,González González,Iriome,Iriome González González,,,,,,,,,,,,
13304,19811,110831,199490.0,23.0,28.0,CD Lugo,54,301,LaLiga SmartBank,José Luís,Moreno Barroso,Joselu,José Luís Moreno Barroso,,,,,,,,,,,,
13306,19813,110831,201401.0,22.0,3.0,CD Lugo,54,301,LaLiga SmartBank,Eduard,Campabadal Claros,Campabadal,Eduard Campabadal Claros,,,,,,,,,,,,
13310,19817,110831,227913.0,12.0,28.0,CD Lugo,54,301,LaLiga SmartBank,Pedro,López Rodríguez,Pedro López,Pedro López Rodríguez,,,,,,,,,,,,
13313,19820,110831,229516.0,7.0,28.0,CD Lugo,54,301,LaLiga SmartBank,David,Mayoral Lastras,Mayoral,David Mayoral Lastras,,,,,,,,,,,,
13318,19825,110831,243587.0,34.0,28.0,CD Lugo,54,301,LaLiga SmartBank,Francisco,Barbosa Vieites,Fran Vieites,Francisco Barbosa Vieites,,,,,,,,,,,,
13320,19827,110831,251814.0,36.0,29.0,CD Lugo,54,301,LaLiga SmartBank,Ángel,Fraga Camba,Ángel Fraga,Ángel Fraga Camba,,,,,,,,,,,,
13324,19831,110831,258745.0,27.0,29.0,CD Lugo,54,301,LaLiga SmartBank,Daniel,Vidal Martínez,Dani Vidal,Daniel Vidal Martínez,,,,,,,,,,,,
13336,19843,110832,211231.0,12.0,29.0,Granada CF,53,282,LaLiga Santander,Ramón,Azeez,,Ramón Azeez,,,,,,,,,,,,
13339,19846,110832,231474.0,35.0,28.0,Granada CF,53,282,LaLiga Santander,João Paulo,Santos da Costa,João Costa,João Paulo Santos da Costa,,,,,,,,,,,,
13346,19853,110832,245996.0,44.0,29.0,Granada CF,53,282,LaLiga Santander,Kingsley,Fobi,,Kingsley Fobi,,,,,,,,,,,,
13349,19856,110832,255577.0,38.0,29.0,Granada CF,53,282,LaLiga Santander,Daniel,Plomer Gordillo,Dani Plomer,Daniel Plomer Gordillo,,,,,,,,,,,,
13354,19861,110832,264102.0,34.0,29.0,Granada CF,53,282,LaLiga Santander,Álvaro,Bravo Jiménez,Álvaro Bravo,Álvaro Bravo Jiménez,,,,,,,,,,,,
13361,19868,110839,170915.0,31.0,29.0,SD Huesca,54,302,LaLiga SmartBank,Lluís,Sastre Reus,Sastre,Lluís Sastre Reus,,,,,,,,,,,,
13362,19869,110839,178625.0,5.0,28.0,SD Huesca,54,302,LaLiga SmartBank,Pedro,,Mosquera,,,,,,,,,,,,,
13374,19881,110839,239651.0,30.0,28.0,SD Huesca,54,302,LaLiga SmartBank,Antonio,Valera Salmoral,Valera,Antonio Valera Salmoral,,,,,,,,,,,,
13378,19885,110839,245437.0,18.0,28.0,SD Huesca,54,302,LaLiga SmartBank,Adolfo,Gaich,,Adolfo Gaich,,,,,,,,,,,,
13385,19892,110839,257528.0,34.0,29.0,SD Huesca,54,302,LaLiga SmartBank,Manuel,Molina Rodríguez,Manu Molina,Manuel Molina Rodríguez,,,,,,,,,,,,
13386,19893,110839,257871.0,39.0,29.0,SD Huesca,54,302,LaLiga SmartBank,Sergio,Carrasco González,Sergio Carrasco,Sergio Carrasco González,,,,,,,,,,,,
13387,19894,110839,263323.0,32.0,28.0,SD Huesca,54,302,LaLiga SmartBank,Roberto,Barba Castillo,Barba,Roberto Barba Castillo,,,,,,,,,,,,
13388,19895,110839,263367.0,35.0,29.0,SD Huesca,54,302,LaLiga SmartBank,Gustavo,Abizanda Mallada,Abizanda,Gustavo Abizanda Mallada,,,,,,,,,,,,
13393,19900,110890,192811.0,28.0,15.0,Crawley Town,61,369,EFL League Two,Jack,Payne,,Jack Payne,,,,,,,,,,,,
13400,19907,110890,218381.0,20.0,28.0,Crawley Town,61,369,EFL League Two,Sam,Matthews,,Sam Matthews,,,,,,,,,,,,
13401,19908,110890,226563.0,7.0,28.0,Crawley Town,61,369,EFL League Two,Reece,Grego-Cox,,Reece Grego-Cox,,,,,,,,,,,,
13403,19910,110890,236328.0,13.0,29.0,Crawley Town,61,369,EFL League Two,Ricardo,German,,Ricardo German,,,,,,,,,,,,
13405,19912,110890,238117.0,2.0,3.0,Crawley Town,61,369,EFL League Two,Archie,Davies,,Archie Davies,,,,,,,,,,,,
13409,19916,110890,243202.0,31.0,29.0,Crawley Town,61,369,EFL League Two,Alfie,Jones,,Alfie Jones,,,,,,,,,,,,
13410,19917,110890,251684.0,19.0,4.0,Crawley Town,61,369,EFL League Two,Jordan,Tunnicliffe,,Jordan Tunnicliffe,,,,,,,,,,,,
13412,19919,110890,256951.0,23.0,24.0,Crawley Town,61,369,EFL League Two,Sam,Ashford,,Sam Ashford,,,,,,,,,,,,
13416,19923,110890,258661.0,27.0,29.0,Crawley Town,61,369,EFL League Two,Rafiq,Khaleel,,Rafiq Khaleel,,,,,,,,,,,,
13417,19924,110890,260805.0,35.0,29.0,Crawley Town,61,369,EFL League Two,Davide,Rodari,,Davide Rodari,,,,,,,,,,,,
13419,19926,110929,4639.0,3.0,4.0,São Bernardo,351,730,Brasileirão Série C,Matheus,Salustiano Pires,Matheus Salustiano,Matheus Salustiano Pires,,,,,,,,,,,,
13420,19927,110929,5412.0,4.0,28.0,São Bernardo,351,730,Brasileirão Série C,Hélder,Gomes Maciel,Hélder  Maciel,Hélder Gomes Maciel,,,,,,,,,,,,
13421,19928,110929,50539.0,98.0,29.0,São Bernardo,351,730,Brasileirão Série C,Milton Wallace,Moraes Pompeu,Wallace,Milton Wallace Moraes Pompeu,,,,,,,,,,,,
13422,19929,110929,52513.0,22.0,3.0,São Bernardo,351,730,Brasileirão Série C,Gabriel,de Souza Inocêncio,Gabriel,Gabriel de Souza Inocêncio,,,,,,,,,,,,
13424,19931,110929,176955.0,94.0,15.0,São Bernardo,351,730,Brasileirão Série C,Henrique,Pacheco de Lima,Henrique,Henrique Pacheco de Lima,,,,,,,,,,,,
13425,19932,110929,203242.0,96.0,28.0,São Bernardo,351,730,Brasileirão Série C,Luíz Eduardo,Figueiredo,Dudu,Luíz Eduardo Figueiredo,,,,,,,,,,,,
13429,19936,110929,234355.0,1.0,12.0,São Bernardo,351,730,Brasileirão Série C,Ravanelli,Ferreira Santos,Ravanelli,Ravanelli Ferreira Santos,,,,,,,,,,,,
13430,19937,110929,269837.0,38.0,0.0,São Bernardo,351,730,Brasileirão Série C,Alex Alves,Lima,Alex Alves,Alex Alves Lima,,,,,,,,,,,,
13431,19938,110929,272261.0,95.0,29.0,São Bernardo,351,730,Brasileirão Série C,Mateus Ferreira,da Silva,Mateus Ferreira,Mateus Ferreira da Silva,,,,,,,,,,,,
13432,19939,110929,273182.0,66.0,28.0,São Bernardo,351,730,Brasileirão Série C,Gleidson,Santos,Fio,Gleidson Santos,,,,,,,,,,,,
